LR_RCOMPSs,123,9000000,9000000,100,100,50,50,50,ncores,FALSE,TRUE,29.135,2
LR_RCOMPSs,123,9000000,9000000,100,100,50,50,50,ncores,FALSE,TRUE,34.158,3
LR_PARALLEL,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,3.534,1
LR_PARALLEL,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,3.518,1
LR_PARALLEL,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,3.511,1
LR_FURRR,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,8.18,1
LR_FURRR,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,8.163,1
LR_FURRR,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,8.955,1
LR_FUTURE,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,6.518,1
LR_FUTURE,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,6.367,1
LR_FUTURE,123,11200000,11200000,100,100,50,50,50,50,FALSE,TRUE,5.472,1
LR_RCOMPSs,123,11200000,11200000,100,100,50,50,50,ncores,FALSE,TRUE,22.021,1
LR_RCOMPSs,123,11200000,11200000,100,100,50,50,50,ncores,FALSE,TRUE,44.213,2
LR_RCOMPSs,123,11200000,11200000,100,100,50,50,50,ncores,FALSE,TRUE,44.477,3
LR_PARALLEL,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,4.24,1
LR_PARALLEL,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,4.164,1
LR_PARALLEL,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,4.201,1
LR_FURRR,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,9.653,1
LR_FURRR,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,10.678,1
LR_FURRR,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,12.749,1
LR_FUTURE,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,6.632,1
LR_FUTURE,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,6.379,1
LR_FUTURE,123,13400000,13400000,100,100,50,50,50,50,FALSE,TRUE,6.422,1
LR_RCOMPSs,123,13400000,13400000,100,100,50,50,50,ncores,FALSE,TRUE,24.464,1
LR_RCOMPSs,123,13400000,13400000,100,100,50,50,50,ncores,FALSE,TRUE,61.737,2
LR_RCOMPSs,123,13400000,13400000,100,100,50,50,50,ncores,FALSE,TRUE,50.371,3
LR_PARALLEL,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,4.862,1
LR_PARALLEL,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,4.828,1
LR_PARALLEL,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,4.879,1
LR_FURRR,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,12.193,1
LR_FURRR,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,11.841,1
LR_FURRR,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,13.763,1
LR_FUTURE,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,7.441,1
LR_FUTURE,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,7.392,1
LR_FUTURE,123,15600000,15600000,100,100,50,50,50,50,FALSE,TRUE,8.716,1
LR_RCOMPSs,123,15600000,15600000,100,100,50,50,50,ncores,FALSE,TRUE,33.913,1
LR_RCOMPSs,123,15600000,15600000,100,100,50,50,50,ncores,FALSE,TRUE,79.834,2
LR_RCOMPSs,123,15600000,15600000,100,100,50,50,50,ncores,FALSE,TRUE,58.687,3
LR_PARALLEL,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,5.503,1
LR_PARALLEL,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,5.51,1
LR_PARALLEL,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,5.478,1
LR_FURRR,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,12.346,1
LR_FURRR,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,13.085,1
LR_FURRR,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,14.195,1
LR_FUTURE,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,8.344,1
LR_FUTURE,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,9.026,1
LR_FUTURE,123,17800000,17800000,100,100,50,50,50,50,FALSE,TRUE,9.197,1
LR_RCOMPSs,123,17800000,17800000,100,100,50,50,50,ncores,FALSE,TRUE,49.561,1
LR_RCOMPSs,123,17800000,17800000,100,100,50,50,50,ncores,FALSE,TRUE,99.321,2
LR_RCOMPSs,123,17800000,17800000,100,100,50,50,50,ncores,FALSE,TRUE,81.334,3
