0.574,"R",1000,NA
5.612,"RCOMPSs",1000,100
3.577,"RCOMPSs",1000,100
0.689,"RCOMPSs",1000,200
0.725999999999999,"RCOMPSs",1000,300
0.273999999999999,"RCOMPSs",1000,400
0.368,"RCOMPSs",1000,500
19.533,"R",3000,NA
16.915,"RCOMPSs",3000,300
8.486,"RCOMPSs",3000,400
7.96,"RCOMPSs",3000,500
6.08600000000001,"RCOMPSs",3000,600
3.717,"RCOMPSs",3000,700
2.11800000000001,"RCOMPSs",3000,800
2.562,"RCOMPSs",3000,900
0.574,"R",1000,NA
6.319,"RCOMPSs",1000,100
3.51,"RCOMPSs",1000,100
0.669,"RCOMPSs",1000,200
0.513,"RCOMPSs",1000,300
0.343,"RCOMPSs",1000,400
0.491999999999999,"RCOMPSs",1000,500
19.376,"R",3000,NA
16.537,"RCOMPSs",3000,300
8.585,"RCOMPSs",3000,400
6.48199999999999,"RCOMPSs",3000,500
5.68000000000001,"RCOMPSs",3000,600
3.89700000000001,"RCOMPSs",3000,700
2.04599999999999,"RCOMPSs",3000,800
2.58500000000001,"RCOMPSs",3000,900
2.581,"RCOMPSs",3000,1000
1.188,"RCOMPSs",3000,1100
1.27,"RCOMPSs",3000,1200
1.377,"RCOMPSs",3000,1300
1.56700000000001,"RCOMPSs",3000,1400
1.80800000000001,"RCOMPSs",3000,1500
83.975,"R",5000,NA
30.73,"RCOMPSs",5000,500
17.888,"RCOMPSs",5000,600
16.709,"RCOMPSs",5000,700
14.5,"RCOMPSs",5000,800
9.363,"RCOMPSs",5000,900
10.5,"RCOMPSs",5000,1000
6.60699999999997,"RCOMPSs",5000,1100
7.19599999999997,"RCOMPSs",5000,1200
3.64799999999997,"RCOMPSs",5000,1300
4.30099999999999,"RCOMPSs",5000,1400
4.95100000000002,"RCOMPSs",5000,1500
5.43399999999997,"RCOMPSs",5000,1600
2.17699999999996,"RCOMPSs",5000,1700
2.452,"RCOMPSs",5000,1800
2.96600000000001,"RCOMPSs",5000,1900
3.22500000000002,"RCOMPSs",5000,2000
3.625,"RCOMPSs",5000,2100
4.15899999999999,"RCOMPSs",5000,2200
4.70800000000003,"RCOMPSs",5000,2300
4.96699999999998,"RCOMPSs",5000,2400
5.59699999999998,"RCOMPSs",5000,2500
232.897,"R",7000,NA
48.5930000000001,"RCOMPSs",7000,700
32.063,"RCOMPSs",7000,800
26.3639999999999,"RCOMPSs",7000,900
28.1079999999999,"RCOMPSs",7000,1000
21.216,"RCOMPSs",7000,1100
14.324,"RCOMPSs",7000,1200
15.244,"RCOMPSs",7000,1300
17.8689999999999,"RCOMPSs",7000,1400
11.064,"RCOMPSs",7000,1500
12.798,"RCOMPSs",7000,1600
13.3249999999999,"RCOMPSs",7000,1700
7.83299999999997,"RCOMPSs",7000,1800
9.03300000000002,"RCOMPSs",7000,1900
9.17599999999993,"RCOMPSs",7000,2000
11.4979999999999,"RCOMPSs",7000,2100
12.189,"RCOMPSs",7000,2200
13.711,"RCOMPSs",7000,2300
5.62400000000002,"RCOMPSs",7000,2400
6.36099999999999,"RCOMPSs",7000,2500
7.60800000000006,"RCOMPSs",7000,2600
8.01400000000001,"RCOMPSs",7000,2700
8.84299999999996,"RCOMPSs",7000,2800
9.29500000000007,"RCOMPSs",7000,2900
10.708,"RCOMPSs",7000,3000
12.635,"RCOMPSs",7000,3100
12.739,"RCOMPSs",7000,3200
13.049,"RCOMPSs",7000,3300
13.5229999999999,"RCOMPSs",7000,3400
14.0509999999999,"RCOMPSs",7000,3500
638.729,"R",9000,NA
71.422,"RCOMPSs",9000,900
59.9109999999998,"RCOMPSs",9000,1000
49.8299999999999,"RCOMPSs",9000,1100
35.434,"RCOMPSs",9000,1200
26.452,"RCOMPSs",9000,1300
30.3510000000001,"RCOMPSs",9000,1400
32.5820000000001,"RCOMPSs",9000,1500
22.9579999999999,"RCOMPSs",9000,1600
24.329,"RCOMPSs",9000,1700
40.8800000000003,"RCOMPSs",9000,1800
35.7950000000001,"RCOMPSs",9000,1900
36.0619999999999,"RCOMPSs",9000,2000
38.971,"RCOMPSs",9000,2100
41.9550000000004,"RCOMPSs",9000,2200
22.143,"RCOMPSs",9000,2300
23.8899999999999,"RCOMPSs",9000,2400
24.1889999999999,"RCOMPSs",9000,2500
26.3229999999999,"RCOMPSs",9000,2600
28.4939999999997,"RCOMPSs",9000,2700
32.6489999999999,"RCOMPSs",9000,2800
35.1970000000001,"RCOMPSs",9000,2900
36.5039999999999,"RCOMPSs",9000,3000
12.9670000000001,"RCOMPSs",9000,3100
14.0590000000002,"RCOMPSs",9000,3200
14.933,"RCOMPSs",9000,3300
17.9470000000001,"RCOMPSs",9000,3400
