0.694,"R",1000,NA
8.868,"RCOMPSs",1000,100
3.809,"RCOMPSs",1000,100
1.283,"RCOMPSs",1000,200
0.343999999999998,"RCOMPSs",1000,300
0.177,"RCOMPSs",1000,400
0.262999999999998,"RCOMPSs",1000,500
18.535,"R",3000,NA
13.816,"RCOMPSs",3000,300
5.017,"RCOMPSs",3000,400
8.708,"RCOMPSs",3000,500
5.32899999999999,"RCOMPSs",3000,600
3.41999999999999,"RCOMPSs",3000,700
2.18900000000001,"RCOMPSs",3000,800
2.501,"RCOMPSs",3000,900
3.708,"RCOMPSs",3000,1000
1.622,"RCOMPSs",3000,1100
3.137,"RCOMPSs",3000,1200
2.33199999999999,"RCOMPSs",3000,1300
2.80799999999999,"RCOMPSs",3000,1400
3.66999999999999,"RCOMPSs",3000,1500
86.667,"R",5000,NA
22.546,"RCOMPSs",5000,500
15.761,"RCOMPSs",5000,600
16.676,"RCOMPSs",5000,700
13.78,"RCOMPSs",5000,800
11.099,"RCOMPSs",5000,900
15.483,"RCOMPSs",5000,1000
13.227,"RCOMPSs",5000,1100
25.821,"RCOMPSs",5000,1200
17.626,"RCOMPSs",5000,1300
19.123,"RCOMPSs",5000,1400
25.471,"RCOMPSs",5000,1500
22.767,"RCOMPSs",5000,1600
10.659,"RCOMPSs",5000,1700
12.588,"RCOMPSs",5000,1800
13.219,"RCOMPSs",5000,1900
13.907,"RCOMPSs",5000,2000
13.216,"RCOMPSs",5000,2100
16.995,"RCOMPSs",5000,2200
13.971,"RCOMPSs",5000,2300
15.54,"RCOMPSs",5000,2400
20.413,"RCOMPSs",5000,2500
244.829,"R",7000,NA
58.6550000000001,"RCOMPSs",7000,700
59.051,"RCOMPSs",7000,800
49.6909999999999,"RCOMPSs",7000,900
69.173,"RCOMPSs",7000,1000
98.1369999999999,"RCOMPSs",7000,1100
63.6770000000001,"RCOMPSs",7000,1200
65.7180000000001,"RCOMPSs",7000,1300
79.951,"RCOMPSs",7000,1400
44.3239999999998,"RCOMPSs",7000,1500
52.3979999999999,"RCOMPSs",7000,1600
61.95,"RCOMPSs",7000,1700
34.751,"RCOMPSs",7000,1800
38.462,"RCOMPSs",7000,1900
30.086,"RCOMPSs",7000,2000
51.5350000000001,"RCOMPSs",7000,2100
47.0509999999999,"RCOMPSs",7000,2200
49.8599999999999,"RCOMPSs",7000,2300
20.056,"RCOMPSs",7000,2400
26.171,"RCOMPSs",7000,2500
18.201,"RCOMPSs",7000,2600
31.5510000000002,"RCOMPSs",7000,2700
34.441,"RCOMPSs",7000,2800
40.798,"RCOMPSs",7000,2900
44.9739999999999,"RCOMPSs",7000,3000
45.085,"RCOMPSs",7000,3100
47.144,"RCOMPSs",7000,3200
47.4470000000001,"RCOMPSs",7000,3300
54.8530000000001,"RCOMPSs",7000,3400
44.3820000000001,"RCOMPSs",7000,3500
658.178,"R",9000,NA
0.692,"R",1000,NA
8.262,"RCOMPSs",1000,100
2.931,"RCOMPSs",1000,100
0.603,"RCOMPSs",1000,200
0.244999999999999,"RCOMPSs",1000,300
0.157999999999999,"RCOMPSs",1000,400
0.605,"RCOMPSs",1000,500
504.821,"R",9000,NA
78.3819999999999,"RCOMPSs",9000,900
171.071,"RCOMPSs",9000,1000
188.464,"RCOMPSs",9000,1100
139.184,"RCOMPSs",9000,1200
106.739,"RCOMPSs",9000,1300
128.31,"RCOMPSs",9000,1400
151.836,"RCOMPSs",9000,1500
108.282,"RCOMPSs",9000,1600
114.342,"RCOMPSs",9000,1700
137.658,"RCOMPSs",9000,1800
74.5020000000002,"RCOMPSs",9000,1900
86.864,"RCOMPSs",9000,2000
90.5609999999999,"RCOMPSs",9000,2100
101.589,"RCOMPSs",9000,2200
47.6350000000002,"RCOMPSs",9000,2300
60.7640000000001,"RCOMPSs",9000,2400
56.3570000000004,"RCOMPSs",9000,2500
67.3200000000002,"RCOMPSs",9000,2600
63.2750000000001,"RCOMPSs",9000,2700
74.6849999999999,"RCOMPSs",9000,2800
101.548,"RCOMPSs",9000,2900
91.2049999999999,"RCOMPSs",9000,3000
41.172,"RCOMPSs",9000,3100
45.8150000000001,"RCOMPSs",9000,3200
48.346,"RCOMPSs",9000,3300
44.6880000000001,"RCOMPSs",9000,3400
55.6389999999997,"RCOMPSs",9000,3500
54.8090000000002,"RCOMPSs",9000,3600
48.6300000000001,"RCOMPSs",9000,3700
56.7600000000002,"RCOMPSs",9000,3800
79.2050000000004,"RCOMPSs",9000,3900
55.8490000000002,"RCOMPSs",9000,4000
85.0899999999997,"RCOMPSs",9000,4100
0.722,"R",1000,NA
9.802,"RCOMPSs",1000,100
2.85,"RCOMPSs",1000,100
0.859999999999999,"RCOMPSs",1000,200
0.233000000000001,"RCOMPSs",1000,300
0.550999999999998,"RCOMPSs",1000,400
0.246000000000002,"RCOMPSs",1000,500
505.633,"R",9000,NA
56.135,"RCOMPSs",9000,4200
58.4399999999999,"RCOMPSs",9000,4300
64.704,"RCOMPSs",9000,4400
66.502,"RCOMPSs",9000,4500
