"ser_time","unser_time","block_size","difference","method"
0.0013036727905273438,0.003989458084106445,100,NA,"python"
0.0017216205596923828,0.004847049713134766,500,NA,"python"
0.006371021270751953,0.007005214691162109,1000,NA,"python"
0.1299419403076172,0.07184243202209473,5000,NA,"python"
0.4092905521392822,0.24768972396850586,10000,NA,"python"
1.5948126316070557,1.0045409202575684,20000,NA,"python"
5.091384649276733,2.174150228500366,30000,NA,"python"
